カード名,レアリティ,型番,画像URL,wp_id,source
古代ミュウ P,プロモ,,https://minnano-toreka.com/wp-content/uploads/2026/07/P-a25681.webp,5711,管理画面
サカキのギャラドス R,,,https://minnano-toreka.com/wp-content/uploads/2026/07/R-a25679.webp,5713,管理画面
リザードンNo.006,,,https://minnano-toreka.com/wp-content/uploads/2026/07/No-006-a25678.webp,5714,管理画面
ピカチュウ日本,,,https://minnano-toreka.com/wp-content/uploads/2026/07/a25674.webp,5715,管理画面
ピカチュウLV.15,,,https://minnano-toreka.com/wp-content/uploads/2026/07/LV-15-a25673.webp,5716,管理画面
ミュウNo.151旧裏,,,https://minnano-toreka.com/wp-content/uploads/2026/07/No-151-a25670.webp,5718,管理画面
ポケパークのピカチュウ,,,https://minnano-toreka.com/wp-content/uploads/2026/07/a25668.webp,5720,管理画面
ジャンボアイス,,073/080,https://minnano-toreka.com/wp-content/uploads/2026/07/073-080-a25622.webp,5735,管理画面
めまいの谷,,080/080,https://minnano-toreka.com/wp-content/uploads/2026/07/080-080-a25615.webp,5742,管理画面
パーモット,,034/080,https://minnano-toreka.com/wp-content/uploads/2026/07/034-080-a25611.webp,5746,管理画面
ナゾノクサ,,001/080,https://minnano-toreka.com/wp-content/uploads/2026/07/001-080-a25606.webp,5751,管理画面
ラフレシア,,003/080,https://minnano-toreka.com/wp-content/uploads/2026/07/003-080-a25604.webp,5753,管理画面
ハスボー,,005/080,https://minnano-toreka.com/wp-content/uploads/2026/07/005-080-a25603.webp,5754,管理画面
ハスブレロ,,006/080,https://minnano-toreka.com/wp-content/uploads/2026/07/006-080-a25602.webp,5755,管理画面
エクスレッグ,,010/080,https://minnano-toreka.com/wp-content/uploads/2026/07/010-080-a25599.webp,5758,管理画面
マンムー,,025/080,https://minnano-toreka.com/wp-content/uploads/2026/07/025-080-a25587.webp,5770,管理画面
ポッタイシ,,028/080,https://minnano-toreka.com/wp-content/uploads/2026/07/028-080-a25585.webp,5772,管理画面
パルスワン,,031/080,https://minnano-toreka.com/wp-content/uploads/2026/07/031-080-a25583.webp,5774,管理画面
パモット,,033/080,https://minnano-toreka.com/wp-content/uploads/2026/07/033-080-a25581.webp,5776,管理画面
ニューラ,,048/080,https://minnano-toreka.com/wp-content/uploads/2026/07/048-080-a25570.webp,5786,管理画面
キバニア,,050/080,https://minnano-toreka.com/wp-content/uploads/2026/07/050-080-a25568.webp,5788,管理画面
ハブネーク,,052/080,https://minnano-toreka.com/wp-content/uploads/2026/07/052-080-a25567.webp,5789,管理画面
エレズン,,056/080,https://minnano-toreka.com/wp-content/uploads/2026/07/056-080-a25563.webp,5793,管理画面
ジグザグマ,,069/080,https://minnano-toreka.com/wp-content/uploads/2026/07/069-080-a25553.webp,5802,管理画面
マッスグマ,,070/080,https://minnano-toreka.com/wp-content/uploads/2026/07/070-080-a25552.webp,5803,管理画面
たしぎ -SPC,SR,,https://minnano-toreka.com/wp-content/uploads/2026/07/SPC-a25543.webp,5811,管理画面
ペローナ -SPC,SR,,https://minnano-toreka.com/wp-content/uploads/2026/07/SPC-a25540.webp,5814,管理画面
ネフェルタリ・ビビ -SPC,SR,,https://minnano-toreka.com/wp-content/uploads/2026/07/SPC-a25538.webp,5816,管理画面
ニコ・ロビン -SPC,SR,,https://minnano-toreka.com/wp-content/uploads/2026/07/SPC-a25537.webp,5817,管理画面
ボア・ハンコック -SPC,SR,,https://minnano-toreka.com/wp-content/uploads/2026/07/SPC-a25535.webp,5819,管理画面
私のしもべになる?,,EB03-060,https://minnano-toreka.com/wp-content/uploads/2026/07/EB03-060-a25533.webp,5821,管理画面
シャーロット・スムージー,,EB03-051,https://minnano-toreka.com/wp-content/uploads/2026/07/EB03-051-a25530.webp,5824,管理画面
コニス,,EB03-050,https://minnano-toreka.com/wp-content/uploads/2026/07/EB03-050-a25529.webp,5825,管理画面
やっぱりお前らかこの大騒ぎ,,EB03-049,https://minnano-toreka.com/wp-content/uploads/2026/07/EB03-049-a25528.webp,5826,管理画面
ミス・ダブルフィンガーザラ,,EB03-046,https://minnano-toreka.com/wp-content/uploads/2026/07/EB03-046-a25526.webp,5828,管理画面
ごち,,EB03-038,https://minnano-toreka.com/wp-content/uploads/2026/07/EB03-038-a25523.webp,5831,管理画面
シャーロット・ブリュレ,,EB03-033,https://minnano-toreka.com/wp-content/uploads/2026/07/EB03-033-a25521.webp,5833,管理画面
シャーロット・フランペ,,EB03-032,https://minnano-toreka.com/wp-content/uploads/2026/07/EB03-032-a25520.webp,5834,管理画面
不届き者!!控えよ!!,,EB03-029,https://minnano-toreka.com/wp-content/uploads/2026/07/EB03-029-a25518.webp,5836,管理画面
ユウ,,EB03-028,https://minnano-toreka.com/wp-content/uploads/2026/07/EB03-028-a25517.webp,5837,管理画面
アルビダ,,EB03-021,https://minnano-toreka.com/wp-content/uploads/2026/07/EB03-021-a25515.webp,5839,管理画面
出た!負け惜しみ〜,,EB03-020,https://minnano-toreka.com/wp-content/uploads/2026/07/EB03-020-a25514.webp,5840,管理画面
ワンダ,,EB03-019,https://minnano-toreka.com/wp-content/uploads/2026/07/EB03-019-a25513.webp,5841,管理画面
くいな,,EB03-014,https://minnano-toreka.com/wp-content/uploads/2026/07/EB03-014-a25510.webp,5844,管理画面
いつかまた会えたら!!!もう一度 仲間と呼んでくれますか!!!?,,EB03-011,https://minnano-toreka.com/wp-content/uploads/2026/07/EB03-011-a25509.webp,5845,管理画面
バカラ,,EB03-007,https://minnano-toreka.com/wp-content/uploads/2026/07/EB03-007-a25507.webp,5847,管理画面
アイン,,EB03-002,https://minnano-toreka.com/wp-content/uploads/2026/07/EB03-002-a25505.webp,5849,管理画面
孔雀,,EB03-041,https://minnano-toreka.com/wp-content/uploads/2026/07/EB03-041-a25498.webp,5856,管理画面
マーガレット,,EB03-027,https://minnano-toreka.com/wp-content/uploads/2026/07/EB03-027-a25493.webp,5861,管理画面
イスカ,,EB03-022,https://minnano-toreka.com/wp-content/uploads/2026/07/EB03-022-a25491.webp,5863,管理画面
ひばり,,EB03-008,https://minnano-toreka.com/wp-content/uploads/2026/07/EB03-008-a25486.webp,5868,管理画面
孔雀,,EB03-041,https://minnano-toreka.com/wp-content/uploads/2026/07/EB03-041-a25466.webp,5888,管理画面
ひばり,,EB03-008,https://minnano-toreka.com/wp-content/uploads/2026/07/EB03-008-a25465.webp,5889,管理画面
ウタ -SPC,SR,,https://minnano-toreka.com/wp-content/uploads/2026/07/SPC-a25453.webp,5901,管理画面
TEST SERIES CARD,,,https://minnano-toreka.com/wp-content/uploads/2026/07/TEST-SERIES-CARD-a25416.webp,5907,管理画面
TEST Card CSV Card,,,https://minnano-toreka.com/wp-content/uploads/2026/07/TEST-Card-CSV-Card-a25415.webp,5908,管理画面
ポートガス・D・エース},,EB02-028[OP13],https://minnano-toreka.com/wp-content/uploads/2026/07/EB02-028-OP13-D-a25399.webp,5922,管理画面
イム,,OP13-079,https://minnano-toreka.com/wp-content/uploads/2026/07/OP13-079-a25391.webp,5930,管理画面
エース&サボ&ルフィ,SR,OP13-007,https://minnano-toreka.com/wp-content/uploads/2026/07/OP13-007-a25390.webp,5931,管理画面
五老星,SR,OP13-082,https://minnano-toreka.com/wp-content/uploads/2026/07/OP13-082-a25385.webp,5936,管理画面
神避,,OP13-076,https://minnano-toreka.com/wp-content/uploads/2026/07/OP13-076-a25383.webp,5938,管理画面
イーザンバロン・V・ナス寿郎聖,,OP13-080,https://minnano-toreka.com/wp-content/uploads/2026/07/OP13-080-V-a25382.webp,5939,管理画面
ウープ・スラップ,,OP13-006,https://minnano-toreka.com/wp-content/uploads/2026/07/OP13-006-a25365.webp,5956,管理画面
エース&サボ&ルフィ,SR,OP13-007,https://minnano-toreka.com/wp-content/uploads/2026/07/OP13-007-a25364.webp,5957,管理画面
近海の主,,OP13-010,https://minnano-toreka.com/wp-content/uploads/2026/07/OP13-010-a25361.webp,5960,管理画面
ネフェルタリ・コブラ,,OP13-011,https://minnano-toreka.com/wp-content/uploads/2026/07/OP13-011-a25360.webp,5961,管理画面
ヒグマ,,OP13-013,https://minnano-toreka.com/wp-content/uploads/2026/07/OP13-013-a25358.webp,5963,管理画面
ポートガス・D・ルージュ,,OP13-014,https://minnano-toreka.com/wp-content/uploads/2026/07/OP13-014-D-a25357.webp,5964,管理画面
ワポル,,OP13-018,https://minnano-toreka.com/wp-content/uploads/2026/07/OP13-018-a25353.webp,5968,管理画面
火炎が許さねェってよ!!,,OP13-019,https://minnano-toreka.com/wp-content/uploads/2026/07/OP13-019-a25352.webp,5969,管理画面
拳・骨・隕石,,OP13-020,https://minnano-toreka.com/wp-content/uploads/2026/07/OP13-020-a25351.webp,5970,管理画面
ゴムゴムの銃乱打,,OP13-021,https://minnano-toreka.com/wp-content/uploads/2026/07/OP13-021-a25350.webp,5971,管理画面
フーシャ村,,OP13-022,https://minnano-toreka.com/wp-content/uploads/2026/07/OP13-022-a25349.webp,5972,管理画面
ゴードン,,OP13-024,https://minnano-toreka.com/wp-content/uploads/2026/07/OP13-024-a25347.webp,5974,管理画面
サニーくん,,OP13-026,https://minnano-toreka.com/wp-content/uploads/2026/07/OP13-026-a25345.webp,5976,管理画面
ベポ,,OP13-035,https://minnano-toreka.com/wp-content/uploads/2026/07/OP13-035-a25336.webp,5985,管理画面
ヘルメッポ,,OP13-036,https://minnano-toreka.com/wp-content/uploads/2026/07/OP13-036-a25335.webp,5986,管理画面
ゴムゴムの象銃,,OP13-038,https://minnano-toreka.com/wp-content/uploads/2026/07/OP13-038-a25333.webp,5988,管理画面
ゴムゴムの蛇銃,,OP13-039,https://minnano-toreka.com/wp-content/uploads/2026/07/OP13-039-a25332.webp,5989,管理画面
強ェとわかってんだから... 始めから全開だ!!!,,OP13-040,https://minnano-toreka.com/wp-content/uploads/2026/07/OP13-040-a25331.webp,5990,管理画面
クリエル,,OP13-044,https://minnano-toreka.com/wp-content/uploads/2026/07/OP13-044-a25327.webp,5994,管理画面
ハルタ,,OP13-045,https://minnano-toreka.com/wp-content/uploads/2026/07/OP13-045-a25326.webp,5995,管理画面
ビスタ,,OP13-046,https://minnano-toreka.com/wp-content/uploads/2026/07/OP13-046-a25325.webp,5996,管理画面
フォッサ,,OP13-047,https://minnano-toreka.com/wp-content/uploads/2026/07/OP13-047-a25324.webp,5997,管理画面
ブラメンコ,,OP13-048,https://minnano-toreka.com/wp-content/uploads/2026/07/OP13-048-a25323.webp,5998,管理画面
ブレンハイム,,OP13-049,https://minnano-toreka.com/wp-content/uploads/2026/07/OP13-049-a25322.webp,5999,管理画面
ボア・サンダーソニア,,OP13-050,https://minnano-toreka.com/wp-content/uploads/2026/07/OP13-050-a25321.webp,6000,管理画面
ボア・マリーゴールド,,OP13-052,https://minnano-toreka.com/wp-content/uploads/2026/07/OP13-052-a25319.webp,6002,管理画面
ラクヨウ,,OP13-055,https://minnano-toreka.com/wp-content/uploads/2026/07/OP13-055-a25316.webp,6005,管理画面
リトルオーズJr.,,OP13-056,https://minnano-toreka.com/wp-content/uploads/2026/07/OP13-056-Jr-a25315.webp,6006,管理画面
力に屈したら男に生まれた意味がねェだろう,,OP13-057,https://minnano-toreka.com/wp-content/uploads/2026/07/OP13-057-a25314.webp,6007,管理画面
鳳梨礫,,OP13-058,https://minnano-toreka.com/wp-content/uploads/2026/07/OP13-058-a25313.webp,6008,管理画面
ブリリアント・パンク,,OP13-059,https://minnano-toreka.com/wp-content/uploads/2026/07/OP13-059-a25312.webp,6009,管理画面
天月トキ,,OP13-060,https://minnano-toreka.com/wp-content/uploads/2026/07/OP13-060-a25311.webp,6010,管理画面
イヌアラシ,,OP13-061,https://minnano-toreka.com/wp-content/uploads/2026/07/OP13-061-a25310.webp,6011,管理画面
クロッカス,,OP13-062,https://minnano-toreka.com/wp-content/uploads/2026/07/OP13-062-a25309.webp,6012,管理画面
スコッパー・ギャバン,,OP13-067,https://minnano-toreka.com/wp-content/uploads/2026/07/OP13-067-a25304.webp,6017,管理画面
ダグラス・バレット,,OP13-068,https://minnano-toreka.com/wp-content/uploads/2026/07/OP13-068-a25303.webp,6018,管理画面
トム,,OP13-069,https://minnano-toreka.com/wp-content/uploads/2026/07/OP13-069-a25302.webp,6019,管理画面
ナポレオン,,OP13-070,https://minnano-toreka.com/wp-content/uploads/2026/07/OP13-070-a25301.webp,6020,管理画面
ネコマムシ,,OP13-071,https://minnano-toreka.com/wp-content/uploads/2026/07/OP13-071-a25300.webp,6021,管理画面
プロメテウス,,OP13-073,https://minnano-toreka.com/wp-content/uploads/2026/07/OP13-073-a25298.webp,6023,管理画面
ヘラ,,OP13-074,https://minnano-toreka.com/wp-content/uploads/2026/07/OP13-074-a25297.webp,6024,管理画面
いっちょやるか生きててこその“殺し合い”!!!,,OP13-075,https://minnano-toreka.com/wp-content/uploads/2026/07/OP13-075-a25296.webp,6025,管理画面
神避,,OP13-076,https://minnano-toreka.com/wp-content/uploads/2026/07/OP13-076-a25295.webp,6026,管理画面
頂点まで行って来い!!!,,OP13-077,https://minnano-toreka.com/wp-content/uploads/2026/07/OP13-077-a25294.webp,6027,管理画面
オーロ・ジャクソン号,,OP13-078,https://minnano-toreka.com/wp-content/uploads/2026/07/OP13-078-a25293.webp,6028,管理画面
イム,,OP13-079,https://minnano-toreka.com/wp-content/uploads/2026/07/OP13-079-a25292.webp,6029,管理画面
イーザンバロン・V・ナス寿郎聖,,OP13-080,https://minnano-toreka.com/wp-content/uploads/2026/07/OP13-080-V-a25291.webp,6030,管理画面
五老星,SR,OP13-082,https://minnano-toreka.com/wp-content/uploads/2026/07/OP13-082-a25289.webp,6032,管理画面
ジャルマック聖,,OP13-085,https://minnano-toreka.com/wp-content/uploads/2026/07/OP13-085-a25286.webp,6035,管理画面
シャルリア宮,,OP13-086,https://minnano-toreka.com/wp-content/uploads/2026/07/OP13-086-a25285.webp,6036,管理画面
チャルロス聖,,OP13-087,https://minnano-toreka.com/wp-content/uploads/2026/07/OP13-087-a25284.webp,6037,管理画面
テリー・ギルテオ,,OP13-088,https://minnano-toreka.com/wp-content/uploads/2026/07/OP13-088-a25283.webp,6038,管理画面
ハック,,OP13-090,https://minnano-toreka.com/wp-content/uploads/2026/07/OP13-090-a25281.webp,6040,管理画面
ミョスガルド聖,,OP13-092,https://minnano-toreka.com/wp-content/uploads/2026/07/OP13-092-a25279.webp,6042,管理画面
モルガンズ,,OP13-093,https://minnano-toreka.com/wp-content/uploads/2026/07/OP13-093-a25278.webp,6043,管理画面
ヨーク,,OP13-094,https://minnano-toreka.com/wp-content/uploads/2026/07/OP13-094-a25277.webp,6044,管理画面
ロズワード聖,,OP13-095,https://minnano-toreka.com/wp-content/uploads/2026/07/OP13-095-a25276.webp,6045,管理画面
“五老星”ここに!!!,,OP13-096,https://minnano-toreka.com/wp-content/uploads/2026/07/OP13-096-a25275.webp,6046,管理画面
世界の均衡など...永遠には保てぬのだ,,OP13-097,https://minnano-toreka.com/wp-content/uploads/2026/07/OP13-097-a25274.webp,6047,管理画面
元々...ないではないか...,,OP13-098,https://minnano-toreka.com/wp-content/uploads/2026/07/OP13-098-a25273.webp,6048,管理画面
虚の玉座,,OP13-099,https://minnano-toreka.com/wp-content/uploads/2026/07/OP13-099-a25272.webp,6049,管理画面
アトラス,,OP13-101,https://minnano-toreka.com/wp-content/uploads/2026/07/OP13-101-a25270.webp,6051,管理画面
エジソン,,OP13-102,https://minnano-toreka.com/wp-content/uploads/2026/07/OP13-102-a25269.webp,6052,管理画面
ギョギョ,,OP13-103,https://minnano-toreka.com/wp-content/uploads/2026/07/OP13-103-a25268.webp,6053,管理画面
コニー,,OP13-106,https://minnano-toreka.com/wp-content/uploads/2026/07/OP13-106-a25265.webp,6056,管理画面
シャカ,,OP13-107,https://minnano-toreka.com/wp-content/uploads/2026/07/OP13-107-a25264.webp,6057,管理画面
ピタゴラス,,OP13-111,https://minnano-toreka.com/wp-content/uploads/2026/07/OP13-111-a25260.webp,6061,管理画面
「紙絵」“残身”,,OP13-115,https://minnano-toreka.com/wp-content/uploads/2026/07/OP13-115-a25256.webp,6065,管理画面
この海で一番自由な奴が海賊王だ!!!,,OP13-116,https://minnano-toreka.com/wp-content/uploads/2026/07/OP13-116-a25255.webp,6066,管理画面
ゴムゴムの白いスタンプ,,OP13-117,https://minnano-toreka.com/wp-content/uploads/2026/07/OP13-117-a25254.webp,6067,管理画面
〔状態A-〕サボ,,OP13-120,https://minnano-toreka.com/wp-content/uploads/2026/07/OP13-120-A-a25250.webp,6071,管理画面
イーザンバロン・V・ナス寿郎聖,,OP13-080,https://minnano-toreka.com/wp-content/uploads/2026/07/OP13-080-V-a25239.webp,6078,管理画面
リーリエの決心,,062/063,https://minnano-toreka.com/wp-content/uploads/2026/07/062-063-a25126.webp,6097,管理画面
アイアンディフェンダー,,057/063,https://minnano-toreka.com/wp-content/uploads/2026/07/057-063-a25122.webp,6101,管理画面
むしよけスプレー,,060/063,https://minnano-toreka.com/wp-content/uploads/2026/07/060-063-a25119.webp,6104,管理画面
あやしい時計,,057/063,https://minnano-toreka.com/wp-content/uploads/2026/07/057-063-a25118.webp,6105,管理画面
危ない廃墟,,063/063,https://minnano-toreka.com/wp-content/uploads/2026/07/063-063-a25116.webp,6107,管理画面
活力の森,,061/063,https://minnano-toreka.com/wp-content/uploads/2026/07/061-063-a25115.webp,6108,管理画面
なみのりビーチ,,062/063,https://minnano-toreka.com/wp-content/uploads/2026/07/062-063-a25114.webp,6109,管理画面
エースバーン,,017/063,https://minnano-toreka.com/wp-content/uploads/2026/07/017-063-a25112.webp,6111,管理画面
ハリテヤマ,,025/063,https://minnano-toreka.com/wp-content/uploads/2026/07/025-063-a25111.webp,6112,管理画面
タネボー,,007/063,https://minnano-toreka.com/wp-content/uploads/2026/07/007-063-a25095.webp,6127,管理画面
コノハナ,,008/063,https://minnano-toreka.com/wp-content/uploads/2026/07/008-063-a25094.webp,6128,管理画面
モジャンボ,,002/063,https://minnano-toreka.com/wp-content/uploads/2026/07/002-063-a25091.webp,6131,管理画面
ベイリーフ,,004/063,https://minnano-toreka.com/wp-content/uploads/2026/07/004-063-a25089.webp,6133,管理画面
ツチニン,,007/063,https://minnano-toreka.com/wp-content/uploads/2026/07/007-063-a25087.webp,6135,管理画面
ダダリン,,009/063,https://minnano-toreka.com/wp-content/uploads/2026/07/009-063-a25085.webp,6137,管理画面
ドンメル,,012/063,https://minnano-toreka.com/wp-content/uploads/2026/07/012-063-a25082.webp,6140,管理画面
ヤクデ,,012/063,https://minnano-toreka.com/wp-content/uploads/2026/07/012-063-a25076.webp,6146,管理画面
マルヤクデ,,013/063,https://minnano-toreka.com/wp-content/uploads/2026/07/013-063-a25075.webp,6147,管理画面
ヘイガニ,,018/063,https://minnano-toreka.com/wp-content/uploads/2026/07/018-063-a25073.webp,6149,管理画面
マンタイン,,015/063,https://minnano-toreka.com/wp-content/uploads/2026/07/015-063-a25072.webp,6150,管理画面
ウデッポウ,,019/063,https://minnano-toreka.com/wp-content/uploads/2026/07/019-063-a25070.webp,6152,管理画面
ブーピッグ,,045/063,https://minnano-toreka.com/wp-content/uploads/2026/07/045-063-a25048.webp,6173,管理画面
サンドパン,,021/063,https://minnano-toreka.com/wp-content/uploads/2026/07/021-063-a25044.webp,6176,管理画面
イワーク,,022/063,https://minnano-toreka.com/wp-content/uploads/2026/07/022-063-a25043.webp,6177,管理画面
バルキー,,023/063,https://minnano-toreka.com/wp-content/uploads/2026/07/023-063-a25042.webp,6178,管理画面
マクノシタ,,024/063,https://minnano-toreka.com/wp-content/uploads/2026/07/024-063-a25041.webp,6179,管理画面
グレッグル,,030/063,https://minnano-toreka.com/wp-content/uploads/2026/07/030-063-a25038.webp,6182,管理画面
ドクロッグ,,031/063,https://minnano-toreka.com/wp-content/uploads/2026/07/031-063-a25037.webp,6183,管理画面
